id,query,category,pred_task_type,gold_task_type,pred_start,gold_start,pred_end,gold_end,pred_constraints,gold_constraints,pred_weights,gold_weights,pred_mode,gold_mode,task_type_match
L3_030,走路，鱼你在一起(梅园店)出发去武汉大学风雨操场，走最近的路，挑景色漂亮的路,L3_multi_pref,path_planning,path_planning,梅园,鱼你在一起(梅园店),武汉大学风雨操场,武汉大学风雨操场,"{""distance"": ""short"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""short"", ""slope"": ""normal"", ""scenery"": ""high""}","{""distance"": 0.8, ""slope"": 0.1, ""scenery"": 0.1}","{""distance"": 0.5, ""slope"": 0.1, ""scenery"": 0.45}",walk,walk,1
L3_031,步行从武汉大学梅园操场去麦当劳(梅园店)怎么走，不着急，慢慢走，走适合拍照的路线,L3_multi_pref,path_planning,path_planning,武汉大学梅园操场,武汉大学梅园操场,麦当劳(梅园店),麦当劳(梅园店),"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""relaxed"", ""slope"": ""normal"", ""scenery"": ""high""}",null,"{""distance"": 0.45, ""slope"": 0.1, ""scenery"": 0.45}",walk,walk,1
L3_032,金麦坊面包房(武大店)到武汉数学与智能研究院咋走，时间宽裕，随便逛逛，走风景好的路,L3_multi_pref,path_planning,path_planning,金麦坊面包房(武大店),金麦坊面包房(武大店),武汉数学与智能研究院,武汉数学与智能研究院,"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""high""}","{""distance"": ""relaxed"", ""slope"": ""normal"", ""scenery"": ""high""}","{""distance"": 0.1, ""slope"": 0.1, ""scenery"": 0.8}","{""distance"": 0.45, ""slope"": 0.1, ""scenery"": 0.45}",walk,walk,1
L3_033,武汉大学艺术学院出发去珞南门，时间宽裕，随便逛逛，走适合拍照的路线,L3_multi_pref,path_planning,path_planning,武汉大学艺术学院,武汉大学艺术学院,珞南门,珞南门,"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""relaxed"", ""slope"": ""normal"", ""scenery"": ""high""}",null,"{""distance"": 0.45, ""slope"": 0.1, ""scenery"": 0.45}",walk,walk,1
L3_034,秀味馄饨(工学部店)出发去武汉大学图书馆工学分馆，不着急，慢慢走，想一路看风景,L3_multi_pref,path_planning,path_planning,秀味馄饨(工学部店),秀味馄饨(工学部店),武汉大学图书馆(总馆),武汉大学图书馆工学分馆,"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""relaxed"", ""slope"": ""normal"", ""scenery"": ""high""}",null,"{""distance"": 0.45, ""slope"": 0.1, ""scenery"": 0.45}",walk,walk,1
L3_035,从前沿交叉学科研究院去武汉大学人工智能学院怎么走，时间宽裕，随便逛逛，走风景好的路,L3_multi_pref,path_planning,path_planning,前沿交叉学科研究院,前沿交叉学科研究院,武汉大学人工智能学院,武汉大学人工智能学院,"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""high""}","{""distance"": ""relaxed"", ""slope"": ""normal"", ""scenery"": ""high""}","{""distance"": 0.1, ""slope"": 0.1, ""scenery"": 0.8}","{""distance"": 0.45, ""slope"": 0.1, ""scenery"": 0.45}",walk,walk,1
L3_036,从工学部三食堂到宝岛小厨(工学部店)的步行路线，不着急，慢慢走，走适合拍照的路线,L3_multi_pref,path_planning,path_planning,工学部三食堂,工学部三食堂,宝岛小厨(工学部店),宝岛小厨(工学部店),"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""relaxed"", ""slope"": ""normal"", ""scenery"": ""high""}",null,"{""distance"": 0.45, ""slope"": 0.1, ""scenery"": 0.45}",walk,walk,1
L3_037,麻烦问下扬波门去五洲餐厅(求是大道店)的路，哪条路最短，走平缓一点的路，想一路看风景,L3_multi_pref,path_planning,path_planning,扬波门,扬波门,五洲餐厅(求是大道店),五洲餐厅(求是大道店),"{""distance"": ""short"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""short"", ""slope"": ""avoid"", ""scenery"": ""high""}","{""distance"": 0.8, ""slope"": 0.1, ""scenery"": 0.1}","{""distance"": 0.5, ""slope"": 0.25, ""scenery"": 0.25}",walk,walk,1
L3_038,麻烦问下匠心卤(枫园食堂店)去1973继光香香鸡(武大店)的路，越近越好，走平缓一点的路，走风景好的路,L3_multi_pref,path_planning,path_planning,枫园,匠心卤(枫园食堂店),1973继光香香鸡(武大店),1973继光香香鸡(武大店),"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""high""}","{""distance"": ""short"", ""slope"": ""avoid"", ""scenery"": ""high""}","{""distance"": 0.1, ""slope"": 0.1, ""scenery"": 0.8}","{""distance"": 0.5, ""slope"": 0.25, ""scenery"": 0.25}",walk,walk,1
L3_039,步行从凌波门去武汉大学社会学院怎么走，越近越好，膝盖不好不想爬坡，挑景色漂亮的路,L3_multi_pref,path_planning,path_planning,凌波门,凌波门,武汉大学社会学院,武汉大学社会学院,"{""distance"": ""medium"", ""slope"": ""avoid"", ""scenery"": ""normal""}","{""distance"": ""short"", ""slope"": ""avoid"", ""scenery"": ""high""}","{""distance"": 0.1, ""slope"": 0.8, ""scenery"": 0.1}","{""distance"": 0.5, ""slope"": 0.25, ""scenery"": 0.25}",walk,walk,1
L3_040,从工学部三食堂到蔬三时轻食(武大校内店)的步行路线，越近越好，避开陡坡，想一路看风景,L3_multi_pref,path_planning,path_planning,工学部三食堂,工学部三食堂,蔬三时轻食(武大校内店),蔬三时轻食(武大校内店),"{""distance"": ""medium"", ""slope"": ""avoid"", ""scenery"": ""normal""}","{""distance"": ""short"", ""slope"": ""avoid"", ""scenery"": ""high""}","{""distance"": 0.1, ""slope"": 0.8, ""scenery"": 0.1}","{""distance"": 0.5, ""slope"": 0.25, ""scenery"": 0.25}",walk,walk,1
L4_001,骑车从武汉大学梅园操场到孃孃出川(枫园店),L4_mode,path_planning,path_planning,武汉大学梅园操场,武汉大学梅园操场,孃孃出川(枫园店),孃孃出川(枫园店),"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}",null,null,bike,bike,1
L4_002,我想骑车从武汉大学科技门走到武汉大学物理学院报告厅,L4_mode,path_planning,path_planning,武汉大学科技门,武汉大学科技门,武汉大学理学院,武汉大学物理学院报告厅,"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}",null,null,bike,bike,1
L4_003,扫个共享单车从武汉大学留学生教育学院到中国龙狮运动学院的步行路线,L4_mode,path_planning,path_planning,武汉大学留学生教育学院,武汉大学留学生教育学院,中国龙狮运动学院,中国龙狮运动学院,"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}",null,null,bike,bike,1
L4_004,骑车，凌波门游泳池出发去武汉大学化学实验教学中心,L4_mode,path_planning,path_planning,凌波门,凌波门游泳池,武汉大学化学实验教学中心,武汉大学化学实验教学中心,"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}",null,null,bike,bike,1
L4_005,扫个共享单车，帮我规划一条武汉大学文澜门到沙县小吃(工学部店)的路线,L4_mode,path_planning,path_planning,武汉大学文澜门,武汉大学文澜门,沙县小吃(工学部店),沙县小吃(工学部店),"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}",null,null,bike,bike,1
L4_006,扫个共享单车从瑞幸咖啡(枫园店)到古茗(信息学部店)的步行路线,L4_mode,path_planning,path_planning,瑞幸咖啡(枫园店),瑞幸咖啡(枫园店),古茗(信息学部店),古茗(信息学部店),"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}",null,null,bike,bike,1
L4_007,骑自行车，武汉大学工学部集贸市场到武汉大学雷达与信号处理实验室咋走,L4_mode,path_planning,path_planning,工学部,武汉大学工学部集贸市场,武汉大学雷达与信号处理实验室,武汉大学雷达与信号处理实验室,"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}",null,null,bike,bike,1
L4_008,骑单车从工学部体育馆去五洲餐厅(求是大道店)怎么走,L4_mode,path_planning,path_planning,工学部体育馆,工学部体育馆,五洲餐厅(求是大道店),五洲餐厅(求是大道店),"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}",null,null,bike,bike,1
L4_009,骑自行车，桂园食堂出发去库迪咖啡(工学部店),L4_mode,path_planning,path_planning,桂园,桂园食堂,库迪咖啡(工学部店),库迪咖啡(工学部店),"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}",null,null,bike,bike,1
L4_010,骑自行车从达美乐比萨(枫园店)到古茗(信息学部店)的步行路线,L4_mode,path_planning,path_planning,达美乐比萨(枫园店),达美乐比萨(枫园店),古茗(信息学部店),古茗(信息学部店),"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}",null,null,bike,bike,1
L4_011,驾车从匠心卤(枫园食堂店)到武汉大学生命科学学院附楼的步行路线,L4_mode,path_planning,path_planning,匠心卤(枫园食堂店),匠心卤(枫园食堂店),武汉大学生命科学学院,武汉大学生命科学学院附楼,"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}",null,null,drive,drive,1
L4_012,驾车，帮我规划一条国际园区2号教学楼到蜜雪冰城(湖滨店)的路线,L4_mode,path_planning,path_planning,国际园区2号教学楼,国际园区2号教学楼,蜜雪冰城(湖滨店),蜜雪冰城(湖滨店),"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}",null,null,drive,drive,1
L4_013,驾车，恩施炕小土豆(武大店)出发去武汉大学社会保障研究中心,L4_mode,path_planning,path_planning,恩施炕小土豆(武大店),恩施炕小土豆(武大店),武汉大学社会保障研究中心,武汉大学社会保障研究中心,"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}",null,null,drive,drive,1
L4_014,我想驾车从武汉大学社会主义学院走到好味道粉面馆(武大店),L4_mode,path_planning,path_planning,武汉大学社会主义学院,武汉大学社会主义学院,好味道粉面馆(武大店),好味道粉面馆(武大店),"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}",null,null,drive,drive,1
L4_015,打车，麻烦问下武大动力与机械学院机械工程系去欢喜水果捞(工学部店)的路,L4_mode,path_planning,path_planning,武大动力与机械学院机械工程系,武大动力与机械学院机械工程系,欢喜水果捞(工学部店),欢喜水果捞(工学部店),"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}",null,null,drive,drive,1
L4_016,驾车从瑞幸咖啡(信息学部店)到喜茶(工学部店),L4_mode,path_planning,path_planning,瑞幸咖啡(信息学部店),瑞幸咖啡(信息学部店),喜茶(工学部店),喜茶(工学部店),"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}",null,null,drive,drive,1
L4_017,开车从武汉大学口腔医院到凌波门游泳池的步行路线,L4_mode,path_planning,path_planning,武汉大学口腔医院,武汉大学口腔医院,凌波门,凌波门游泳池,"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}",null,null,drive,drive,1
L4_018,驾车从武汉大学九一二运动场到工学部清真食堂,L4_mode,path_planning,path_planning,武汉大学九一二运动场,武汉大学九一二运动场,工学部清真食堂,工学部清真食堂,"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}",null,null,drive,drive,1
L4_019,珞珈饮品(桂园店)到武汉大学力学实验教学中心咋走,L4_mode,path_planning,path_planning,珞珈饮品(桂园店),珞珈饮品(桂园店),武汉大学力学实验教学中心,武汉大学力学实验教学中心,"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}",null,null,walk,walk,1
L4_020,我想从武汉大学李四光塑像走到好味道粉面馆(武大店),L4_mode,path_planning,path_planning,武汉大学李四光塑像,武汉大学李四光塑像,好味道粉面馆(武大店),好味道粉面馆(武大店),"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}",null,null,walk,walk,1
L4_021,麻烦问下武汉大学文学院去武汉大学科技门的路,L4_mode,path_planning,path_planning,武汉大学文学院,武汉大学文学院,武汉大学科技门,武汉大学科技门,"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}",null,null,walk,walk,1
L4_022,武汉大学发展研究院出发去一品豆花(信息学部店),L4_mode,path_planning,path_planning,武汉大学发展研究院,武汉大学发展研究院,一品豆花(信息学部店),一品豆花(信息学部店),"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}",null,null,walk,walk,1
L4_023,从恩施炕小土豆(武大店)到武汉大学教育科学学院的步行路线,L4_mode,path_planning,path_planning,恩施炕小土豆(武大店),恩施炕小土豆(武大店),武汉大学教育科学学院,武汉大学教育科学学院,"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}",null,null,walk,walk,1
L4_024,走路，麻烦问下工学部篮球场去武汉大学科技门的路,L4_mode,path_planning,path_planning,工学部,工学部篮球场,武汉大学科技门,武汉大学科技门,"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}",null,null,walk,walk,1
L4_025,从武汉大学教育科学学院到饱嗝便当(梅园店),L4_mode,path_planning,path_planning,武汉大学教育科学学院,武汉大学教育科学学院,饱嗝便当(梅园店),饱嗝便当(梅园店),"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}",null,null,walk,walk,1
L6_001,樱顶在哪里啊,L6_poi_query,poi_query,poi_query,武汉大学老斋舍,武汉大学老斋舍,,,"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}",null,null,walk,walk,1
L6_002,找一下凌波门,L6_poi_query,poi_query,poi_query,凌波门,凌波门,,,"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}",null,null,walk,walk,1
L6_003,请问老图书馆在哪儿,L6_poi_query,poi_query,poi_query,武汉大学早期建筑图书馆,武汉大学早期建筑图书馆,,,"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}",null,null,walk,walk,1
L6_004,万林艺术博物馆在哪里啊,L6_poi_query,poi_query,poi_query,武汉大学万林艺术博物馆,武汉大学万林艺术博物馆,,,"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}",null,null,walk,walk,1
L6_005,樱花大道在哪里啊,L6_poi_query,poi_query,poi_query,武汉大学樱花大道,武汉大学樱花大道,,,"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}",null,null,walk,walk,1
L6_006,宋卿体育馆在哪,L6_poi_query,poi_query,poi_query,武汉大学宋卿体育馆,武汉大学宋卿体育馆,,,"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}",null,null,walk,walk,1
L6_007,总图在哪,L6_poi_query,poi_query,poi_query,武汉大学图书馆(总馆),武汉大学图书馆(总馆),,,"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}",null,null,walk,walk,1
L6_008,你能做什么,L6_help,help,help,,,,,"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}",null,null,walk,walk,1
L6_009,这个系统有啥功能,L6_help,help,help,,,,,"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}",null,null,walk,walk,1
L6_010,怎么用你,L6_help,help,help,,,,,"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}",null,null,walk,walk,1
L6_011,推荐几个景点,L6_help,help,help,,,,,"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}",null,null,walk,walk,1
L6_012,今天天气怎么样,L6_chat,chat,chat,,,,,"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}",null,null,walk,walk,1
L6_013,樱花什么时候开,L6_chat,chat,chat,,,,,"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}",null,null,walk,walk,1
L6_014,桂园食堂好吃吗,L6_chat,chat,chat,,,,,"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}",null,null,walk,walk,1
L6_015,你是谁,L6_chat,chat,chat,,,,,"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}",null,null,walk,walk,1
L7_001,从牌坊到樱顶,L7_alias,path_planning,path_planning,珞珈门,珞珈门,武汉大学老斋舍,武汉大学老斋舍,"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}",null,null,walk,walk,1
L7_002,从教五到总图,L7_alias,path_planning,path_planning,武汉大学第五教学楼,武汉大学第五教学楼,武汉大学图书馆(总馆),武汉大学图书馆(总馆),"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}",null,null,walk,walk,1
L7_003,从老斋舍到宋卿体育馆,L7_alias,path_planning,path_planning,武汉大学老斋舍,武汉大学老斋舍,武汉大学宋卿体育馆,武汉大学宋卿体育馆,"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}",null,null,walk,walk,1
L7_004,从樱花大道到凌波门,L7_alias,path_planning,path_planning,武汉大学樱花大道,武汉大学樱花大道,凌波门,凌波门,"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}",null,null,walk,walk,1
L7_005,从珞珈门到枫园,L7_alias,path_planning,path_planning,珞珈门,珞珈门,枫园,枫园,"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}",null,null,walk,walk,1
L7_006,嗯…我想问下，星巴克(工学部店)咋去武汉大学医院啊,L7_colloquial,path_planning,path_planning,工学部,星巴克(工学部店),武汉大学医院,武汉大学医院,"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}",null,null,walk,walk,1
L7_007,武汉大学老干部活动中心到武汉大学信息学部1号教学楼远不远，给条好走的道,L7_colloquial,path_planning,path_planning,武汉大学老干部活动中心,武汉大学老干部活动中心,武汉大学信息学部1号教学楼,武汉大学信息学部1号教学楼,"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""avoid"", ""scenery"": ""normal""}",null,"{""distance"": 0.175, ""slope"": 0.65, ""scenery"": 0.175}",walk,walk,1
L7_008,快快快，武汉大学教学楼9号楼去武汉大学鲲鹏广场,L7_colloquial,path_planning,path_planning,武汉大学教学楼9号楼,武汉大学教学楼9号楼,武汉大学鲲鹏广场,武汉大学鲲鹏广场,"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""short"", ""slope"": ""normal"", ""scenery"": ""normal""}",null,"{""distance"": 0.8, ""slope"": 0.1, ""scenery"": 0.1}",walk,walk,1
L7_009,怎么去华中师范大学,L7_external,unknown,unknown,,,,,"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}",null,null,walk,walk,1
L7_010,华中科技大学离这多远,L7_external,unknown,unknown,,,,,"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}",null,null,walk,walk,1
L5_001#t1,从西南门出发,L5_multiturn,path_planning,path_planning,,西南门,,,"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}",null,null,walk,walk,1
L5_001#t2,去武汉大学教育科学学院,L5_multiturn,path_planning,path_planning,西南门,西南门,武汉大学教育科学学院,武汉大学教育科学学院,"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}",null,null,walk,walk,1
L5_001#t3,走风景好的路,L5_multiturn,path_planning,path_planning,西南门,西南门,武汉大学教育科学学院,武汉大学教育科学学院,"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""high""}","{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""high""}","{""distance"": 0.1, ""slope"": 0.1, ""scenery"": 0.8}","{""distance"": 0.175, ""slope"": 0.175, ""scenery"": 0.65}",walk,walk,1
L5_002#t1,从武汉大学早期建筑图书馆出发,L5_multiturn,path_planning,path_planning,,武汉大学早期建筑图书馆,,,"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}",null,null,walk,walk,1
L5_002#t2,去武汉大学工学部11教学楼,L5_multiturn,path_planning,path_planning,武汉大学早期建筑图书馆,武汉大学早期建筑图书馆,武汉大学工学部11教学楼,武汉大学工学部11教学楼,"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}",null,null,walk,walk,1
L5_002#t3,赶时间，要最快的路线,L5_multiturn,path_planning,path_planning,武汉大学早期建筑图书馆,武汉大学早期建筑图书馆,武汉大学工学部11教学楼,武汉大学工学部11教学楼,"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""short"", ""slope"": ""normal"", ""scenery"": ""normal""}",null,"{""distance"": 0.8, ""slope"": 0.1, ""scenery"": 0.1}",walk,walk,1
L5_003#t1,从武汉大学梅园食堂出发,L5_multiturn,path_planning,path_planning,,武汉大学梅园食堂,,,"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}",null,null,walk,walk,1
L5_003#t2,去珞珈山下文创咖啡,L5_multiturn,path_planning,path_planning,武汉大学梅园食堂,武汉大学梅园食堂,珞珈山下文创咖啡,珞珈山下文创咖啡,"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}",null,null,walk,walk,1
L5_003#t3,走最近的路,L5_multiturn,path_planning,path_planning,武汉大学梅园食堂,武汉大学梅园食堂,珞珈山下文创咖啡,珞珈山下文创咖啡,"{""distance"": ""short"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""short"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": 0.8, ""slope"": 0.1, ""scenery"": 0.1}","{""distance"": 0.8, ""slope"": 0.1, ""scenery"": 0.1}",walk,walk,1
L5_004#t1,从武汉大学当代楼出发,L5_multiturn,path_planning,path_planning,,武汉大学当代楼,,,"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}",null,null,walk,walk,1
L5_004#t2,去珞珈门,L5_multiturn,path_planning,path_planning,武汉大学当代楼,武汉大学当代楼,珞珈门,珞珈门,"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}",null,null,walk,walk,1
L5_004#t3,想一路看风景,L5_multiturn,path_planning,path_planning,武汉大学当代楼,武汉大学当代楼,珞珈门,珞珈门,"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""high""}",null,"{""distance"": 0.175, ""slope"": 0.175, ""scenery"": 0.65}",walk,walk,1
L5_005#t1,想去武汉大学电子信息学院,L5_multiturn,path_planning,path_planning,,,武汉大学电子信息学院,武汉大学电子信息学院,"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}",null,null,walk,walk,1
L5_005#t2,从青柠欢喜咖啡果饮(武大店),L5_multiturn,path_planning,path_planning,,青柠欢喜咖啡果饮(武大店),,武汉大学电子信息学院,"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}",null,null,walk,walk,1
L5_006#t1,想去武汉大学梅园,L5_multiturn,path_planning,path_planning,,,武汉大学梅园,武汉大学梅园,"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}",null,null,walk,walk,1
